Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otras Tecnologias,Mbps (Media de bajada),Accesos por cada 100 hogares,Periodo,Accesos Totales,Accesos Totales en el Periodo Anterior,Nuevos Accesos,Nuevos Acesos Cada 100 Hogares (NACH),Accesos por cada 100 hogares (nacional),Coeficiente de Desigualdad de Penetración por Hogar (CoDePH),Porcentaje Fibra Óptica (PReFO)
2014,1,Mendoza,148970,12076,2480,37,2282,"3,50","31,91",2014 - Q1,165845,0,0,"0,00","36,19","0,30","1,50%"
2014,1,San Juan,48161,434,722,808,1173,"3,47","27,60",2014 - Q1,51298,0,0,"0,00","36,19","0,30","1,41%"
2014,1,Tucumán,129717,83,121,13,98,"3,21","33,42",2014 - Q1,130032,0,0,"0,00","36,19","0,30","0,09%"
2014,1,La Rioja,15663,0,14,0,34,"2,96","16,29",2014 - Q1,15711,0,0,"0,00","36,19","0,30","0,09%"
2014,2,Corrientes,52883,8680,31,1309,55,"3,37","22,58",2014 - Q2,62958,62236,722,"1,16","36,64","0,30","0,05%"
2014,2,Tierra Del Fuego,21618,3008,648,1,2934,"3,47","64,36",2014 - Q2,28209,28038,171,"0,61","36,64","0,30","2,30%"
2014,2,Jujuy,30128,4161,23,40,9,"2,77","18,71",2014 - Q2,34361,33827,534,"1,58","36,64","0,30","0,07%"
2014,2,Formosa,20894,4628,0,0,78,"2,65","17,54",2014 - Q2,25600,25422,178,"0,70","36,64","0,30","0,00%"
2014,2,Río Negro,64920,24944,876,3657,1560,"3,43","45,33",2014 - Q2,95957,95066,891,"0,94","36,64","0,30","0,91%"
2014,2,Córdoba,337825,234729,351,3673,374,"3,56","53,45",2014 - Q2,576952,566910,10042,"1,77","36,64","0,30","0,06%"
2014,2,Santiago Del Estero,32820,4231,19,907,34,"3,07","16,70",2014 - Q2,38011,37133,878,"2,36","36,64","0,30","0,05%"
2014,2,Chubut,51070,649,866,10960,6974,"3,16","41,41",2014 - Q2,70519,70221,298,"0,42","36,64","0,30","1,23%"
2014,2,La Pampa,15957,32600,513,5869,689,"2,68","49,71",2014 - Q2,55628,54193,1435,"2,65","36,64","0,30","0,92%"
2014,2,Catamarca,24380,243,17,0,43,"2,92","24,70",2014 - Q2,24683,24232,451,"1,86","36,64","0,30","0,07%"
2014,2,Santa Cruz,18956,448,381,4118,3266,"3,32","29,38",2014 - Q2,27169,26764,405,"1,51","36,64","0,30","1,40%"
2014,2,Misiones,56933,17594,4,150,8,"3,54","23,37",2014 - Q2,74689,73950,739,"1,00","36,64","0,30","0,01%"
2014,2,Chaco,53321,9870,30,0,58,"3,42","20,96",2014 - Q2,63279,62556,723,"1,16","36,64","0,30","0,05%"
2014,2,Neuquén,47767,29776,997,10765,2983,"3,66","50,84",2014 - Q2,92288,90380,1908,"2,11","36,64","0,30","1,08%"
2014,2,Santa Fe,324101,178495,3085,6041,636,"3,31","48,39",2014 - Q2,512358,506612,5746,"1,13","36,64","0,30","0,60%"
2014,2,Entre Ríos,108900,21706,49,4795,133,"3,31","34,69",2014 - Q2,135583,134331,1252,"0,93","36,64","0,30","0,04%"
2014,2,La Rioja,15864,0,14,0,34,"3,10","16,50",2014 - Q2,15912,15711,201,"1,28","36,64","0,30","0,09%"
2014,2,San Luis,11306,925,354,22,448,"3,50","9,72",2014 - Q2,13055,12557,498,"3,97","36,64","0,30","2,71%"
2014,2,Salta,73841,17504,45,7,577,"3,39","28,91",2014 - Q2,91974,91290,684,"0,75","36,64","0,30","0,05%"
2014,2,Capital Federal,447637,828411,17729,1883,14555,"4,25","113,14",2014 - Q2,1310215,1299918,10297,"0,79","36,64","0,30","1,35%"
2014,2,Mendoza,148979,13030,2480,36,2282,"3,50","32,10",2014 - Q2,166807,165845,962,"0,58","36,64","0,30","1,49%"
2014,2,Tucumán,131740,97,121,13,98,"3,35","33,94",2014 - Q2,132069,130032,2037,"1,57","36,64","0,30","0,09%"
2014,2,San Juan,48161,451,722,1139,1173,"3,47","27,78",2014 - Q2,51646,51298,348,"0,68","36,64","0,30","1,40%"
2014,2,Buenos Aires,1568881,1025490,120008,17020,33147,"3,85","55,06",2014 - Q2,2764546,2739876,24670,"0,90","36,64","0,30","4,34%"
2014,3,Santiago Del Estero,32820,3900,19,768,41,"3,10","16,49",2014 - Q3,37548,38011,-463,"-1,22","37,34","0,30","0,05%"
2014,3,Entre Ríos,108907,22440,48,5203,135,"3,40","34,98",2014 - Q3,136733,135583,1150,"0,85","37,34","0,30","0,04%"
2014,3,Salta,73828,18394,43,109,580,"3,41","29,22",2014 - Q3,92954,91974,980,"1,07","37,34","0,30","0,05%"
2014,3,Catamarca,24380,244,15,0,47,"2,92","24,71",2014 - Q3,24686,24683,3,"0,01","37,34","0,30","0,06%"
2014,3,Santa Cruz,17862,492,385,4273,3098,"3,31","28,23",2014 - Q3,26110,27169,-1059,"-3,90","37,34","0,30","1,47%"
2014,3,Capital Federal,450155,833402,17886,1995,14387,"4,44","113,80",2014 - Q3,1317825,1310215,7610,"0,58","37,34","0,30","1,36%"
2014,3,Córdoba,340212,240334,444,4064,377,"3,66","54,23",2014 - Q3,585431,576952,8479,"1,47","37,34","0,30","0,08%"
2014,3,Misiones,56933,18373,4,3,14,"3,58","23,57",2014 - Q3,75327,74689,638,"0,85","37,34","0,30","0,01%"
2014,3,La Pampa,16051,33940,538,11219,677,"2,82","55,78",2014 - Q3,62425,55628,6797,"12,22","37,34","0,30","0,86%"
2014,3,Chaco,53321,10336,29,1,59,"3,46","21,11",2014 - Q3,63746,63279,467,"0,74","37,34","0,30","0,05%"
2014,3,Neuquén,54458,30964,1000,12858,3087,"3,74","56,40",2014 - Q3,102367,92288,10079,"10,92","37,34","0,30","0,98%"
2014,3,Tucumán,131739,97,117,13,100,"3,35","33,94",2014 - Q3,132066,132069,-3,"-0,00","37,34","0,30","0,09%"
2014,3,Corrientes,52957,9184,31,1312,65,"3,41","22,79",2014 - Q3,63549,62958,591,"0,94","37,34","0,30","0,05%"
2014,3,Santa Fe,325577,183630,4407,6540,733,"3,38","49,20",2014 - Q3,520887,512358,8529,"1,66","37,34","0,30","0,85%"
2014,3,Formosa,21021,4836,0,0,80,"2,66","17,77",2014 - Q3,25937,25600,337,"1,32","37,34","0,30","0,00%"
2014,3,San Luis,11303,925,355,25,438,"3,50","9,71",2014 - Q3,13046,13055,-9,"-0,07","37,34","0,30","2,72%"
2014,3,Mendoza,150120,13030,2512,40,2222,"3,50","32,31",2014 - Q3,167924,166807,1117,"0,67","37,34","0,30","1,50%"
2014,3,Tierra Del Fuego,21840,3469,650,1,2832,"3,47","65,69",2014 - Q3,28792,28209,583,"2,07","37,34","0,30","2,26%"
2014,3,Chubut,49219,668,882,11853,6515,"3,17","40,60",2014 - Q3,69137,70519,-1382,"-1,96","37,34","0,30","1,28%"
2014,3,Río Negro,65264,26590,888,3533,1505,"3,48","46,20",2014 - Q3,97780,95957,1823,"1,90","37,34","0,30","0,91%"
2014,3,San Juan,48272,451,731,1199,1126,"3,47","27,85",2014 - Q3,51779,51646,133,"0,26","37,34","0,30","1,41%"
2014,3,Buenos Aires,1562533,1110628,124474,20049,31881,"3,97","56,75",2014 - Q3,2849565,2764546,85019,"3,08","37,34","0,30","4,37%"
2014,3,Jujuy,30128,3541,22,37,13,"2,93","18,37",2014 - Q3,33741,34361,-620,"-1,80","37,34","0,30","0,07%"
2014,3,La Rioja,15864,0,14,1,37,"3,10","16,51",2014 - Q3,15916,15912,4,"0,03","37,34","0,30","0,09%"
2014,4,Santiago Del Estero,34110,4231,19,920,37,"3,46","17,27",2014 - Q4,39317,37548,1769,"4,71","37,39","0,29","0,05%"
2014,4,Chaco,55024,10918,31,0,62,"3,98","21,87",2014 - Q4,66035,63746,2289,"3,59","37,39","0,29","0,05%"
2014,4,La Pampa,16043,34281,514,5894,648,"2,75","51,27",2014 - Q4,57380,62425,-5045,"-8,08","37,39","0,29","0,90%"
2014,4,Chubut,48539,697,891,12256,6159,"3,17","40,25",2014 - Q4,68542,69137,-595,"-0,86","37,39","0,29","1,30%"
2014,4,Misiones,58435,18613,16,150,15,"4,03","24,16",2014 - Q4,77229,75327,1902,"2,52","37,39","0,29","0,02%"
2014,4,Corrientes,54754,9526,40,1315,75,"3,81","23,56",2014 - Q4,65710,63549,2161,"3,40","37,39","0,29","0,06%"
2014,4,La Rioja,16352,0,17,0,33,"3,58","17,01",2014 - Q4,16402,15916,486,"3,05","37,39","0,29","0,10%"
2014,4,Santa Cruz,17553,448,388,4395,2929,"3,33","27,80",2014 - Q4,25713,26110,-397,"-1,52","37,39","0,29","1,51%"
2014,4,Neuquén,47721,31778,1014,11853,3030,"3,85","52,55",2014 - Q4,95396,102367,-6971,"-6,81","37,39","0,29","1,06%"
2014,4,San Juan,48653,451,740,1202,1073,"3,48","28,04",2014 - Q4,52119,51779,340,"0,66","37,39","0,29","1,42%"
2014,4,Río Negro,66307,23703,901,3819,1530,"3,54","45,48",2014 - Q4,96260,97780,-1520,"-1,55","37,39","0,29","0,94%"
2014,4,Córdoba,345157,240452,419,3918,486,"4,09","54,70",2014 - Q4,590432,585431,5001,"0,85","37,39","0,29","0,07%"
2014,4,San Luis,11419,926,355,24,423,"3,50","9,79",2014 - Q4,13147,13046,101,"0,77","37,39","0,29","2,70%"
2014,4,Tierra Del Fuego,21948,3664,655,1,2722,"3,47","66,14",2014 - Q4,28990,28792,198,"0,69","37,39","0,29","2,26%"
2014,4,Buenos Aires,1575978,1070135,120528,17728,32038,"4,20","56,09",2014 - Q4,2816407,2849565,-33158,"-1,16","37,39","0,29","4,28%"
2014,4,Salta,76026,17289,48,6,578,"3,86","29,53",2014 - Q4,93947,92954,993,"1,07","37,39","0,29","0,05%"
2014,4,Tucumán,137093,97,116,13,105,"3,86","35,32",2014 - Q4,137424,132066,5358,"4,06","37,39","0,29","0,08%"
2014,4,Mendoza,151797,13030,2534,31,2222,"3,50","32,64",2014 - Q4,169614,167924,1690,"1,01","37,39","0,29","1,49%"
2014,4,Entre Ríos,112291,23027,57,5178,260,"3,80","36,03",2014 - Q4,140813,136733,4080,"2,98","37,39","0,29","0,04%"
2014,4,Santa Fe,335267,183009,3205,6282,1634,"3,78","50,00",2014 - Q4,529397,520887,8510,"1,63","37,39","0,29","0,61%"
2014,4,Jujuy,31349,4583,22,37,11,"3,13","19,60",2014 - Q4,36002,33741,2261,"6,70","37,39","0,29","0,06%"
2014,4,Capital Federal,455785,840224,17155,1962,15394,"4,78","114,90",2014 - Q4,1330520,1317825,12695,"0,96","37,39","0,29","1,29%"
2014,4,Catamarca,25192,241,16,0,44,"3,34","25,51",2014 - Q4,25493,24686,807,"3,27","37,39","0,29","0,06%"
2014,4,Formosa,21245,4896,1,0,65,"3,02","17,96",2014 - Q4,26207,25937,270,"1,04","37,39","0,29","0,00%"
2015,1,San Juan,48441,451,755,1165,1007,"3,48","27,55",2015 - Q1,51819,52119,-300,"-0,58","38,51","0,29","1,46%"
2015,1,Santa Cruz,16215,2700,392,4772,2562,"3,47","27,99",2015 - Q1,26641,25713,928,"3,61","38,51","0,29","1,47%"
2015,1,Formosa,21022,4951,1,670,56,"3,38","18,12",2015 - Q1,26700,26207,493,"1,88","38,51","0,29","0,00%"
2015,1,Chaco,54952,26161,164,27,56,"4,90","26,65",2015 - Q1,81360,66035,15325,"23,21","38,51","0,29","0,20%"
2015,1,Río Negro,66274,25217,907,3473,1462,"3,59","45,33",2015 - Q1,97333,96260,1073,"1,11","38,51","0,29","0,93%"
2015,1,Salta,76280,19781,47,129,574,"4,02","30,01",2015 - Q1,96811,93947,2864,"3,05","38,51","0,29","0,05%"
2015,1,La Rioja,16282,0,16,2,33,"3,78","16,70",2015 - Q1,16333,16402,-69,"-0,42","38,51","0,29","0,10%"
2015,1,Córdoba,343883,247564,415,4645,450,"4,30","54,70",2015 - Q1,596957,590432,6525,"1,11","38,51","0,29","0,07%"
2015,1,Corrientes,54649,25372,129,1319,62,"4,63","28,95",2015 - Q1,81531,65710,15821,"24,08","38,51","0,29","0,16%"
2015,1,San Luis,11414,1025,351,30,412,"3,50","9,72",2015 - Q1,13232,13147,85,"0,65","38,51","0,29","2,65%"
2015,1,Chubut,45645,717,906,12540,5465,"3,21","37,61",2015 - Q1,65273,68542,-3269,"-4,77","38,51","0,29","1,39%"
2015,1,Neuquén,47518,32152,1024,12088,2960,"3,91","51,95",2015 - Q1,95742,95396,346,"0,36","38,51","0,29","1,07%"
2015,1,Tucumán,137857,115,116,88,100,"4,07","35,08",2015 - Q1,138276,137424,852,"0,62","38,51","0,29","0,08%"
2015,1,Capital Federal,454934,841743,19334,1994,14716,"5,00","114,90",2015 - Q1,1332721,1330520,2201,"0,17","38,51","0,29","1,45%"
2015,1,Catamarca,25033,241,16,1,41,"3,48","25,11",2015 - Q1,25332,25493,-161,"-0,63","38,51","0,29","0,06%"
2015,1,Buenos Aires,1583135,1096836,134177,18754,28940,"4,32","56,37",2015 - Q1,2861842,2816407,45435,"1,61","38,51","0,29","4,69%"
2015,1,Misiones,58262,26836,30,5,13,"4,97","26,31",2015 - Q1,85146,77229,7917,"10,25","38,51","0,29","0,04%"
2015,1,Entre Ríos,112363,47411,108,5943,245,"4,35","42,07",2015 - Q1,166070,140813,25257,"17,94","38,51","0,29","0,07%"
2015,1,Santiago Del Estero,33813,4365,19,1020,35,"3,57","17,06",2015 - Q1,39252,39317,-65,"-0,17","38,51","0,29","0,05%"
2015,1,Mendoza,152433,13030,2542,29,2126,"3,50","32,37",2015 - Q1,170160,169614,546,"0,32","38,51","0,29","1,49%"
2015,1,Tierra Del Fuego,22291,7924,657,1,2583,"3,45","74,23",2015 - Q1,33456,28990,4466,"15,41","38,51","0,29","1,96%"
2015,1,Santa Fe,328809,199037,2845,4239,1507,"4,06","50,24",2015 - Q1,536437,529397,7040,"1,33","38,51","0,29","0,53%"
2015,1,Jujuy,31505,5048,22,0,36,"3,24","19,69",2015 - Q1,36611,36002,609,"1,69","38,51","0,29","0,06%"
2015,1,La Pampa,13143,39571,3215,6164,604,"2,83","55,51",2015 - Q1,62697,57380,5317,"9,27","38,51","0,29","5,13%"
2015,2,San Luis,11432,1025,354,33,377,"3,50","9,71",2015 - Q2,13221,13232,-11,"-0,08","38,97","0,29","2,68%"
2015,2,Tucumán,139944,479,116,88,50,"4,31","35,69",2015 - Q2,140677,138276,2401,"1,74","38,97","0,29","0,08%"
2015,2,Capital Federal,453178,858342,19786,2172,12806,"5,31","116,07",2015 - Q2,1346284,1332721,13563,"1,02","38,97","0,29","1,47%"
2015,2,Santiago Del Estero,33873,4365,19,1091,30,"3,73","17,11",2015 - Q2,39378,39252,126,"0,32","38,97","0,29","0,05%"
2015,2,Entre Ríos,113378,49767,119,6031,197,"4,55","42,93",2015 - Q2,169492,166070,3422,"2,06","38,97","0,29","0,07%"
2015,2,Jujuy,32183,5482,22,0,35,"3,41","20,29",2015 - Q2,37722,36611,1111,"3,03","38,97","0,29","0,06%"
2015,2,Córdoba,348130,255596,435,5199,386,"4,56","55,87",2015 - Q2,609746,596957,12789,"2,14","38,97","0,29","0,07%"
2015,2,Catamarca,25387,242,15,1,34,"3,68","25,45",2015 - Q2,25679,25332,347,"1,37","38,97","0,29","0,06%"
2015,2,San Juan,48670,451,770,1189,908,"3,48","27,64",2015 - Q2,51988,51819,169,"0,33","38,97","0,29","1,48%"
2015,2,Chubut,43949,762,916,13055,4803,"3,22","36,58",2015 - Q2,63485,65273,-1788,"-2,74","38,97","0,29","1,44%"
2015,2,Río Negro,66738,26268,916,3457,1348,"3,67","45,98",2015 - Q2,98727,97333,1394,"1,43","38,97","0,29","0,93%"
2015,2,Formosa,21097,5164,2,737,50,"3,76","18,36",2015 - Q2,27050,26700,350,"1,31","38,97","0,29","0,01%"
2015,2,La Rioja,16463,0,16,2,28,"4,00","16,88",2015 - Q2,16509,16333,176,"1,08","38,97","0,29","0,10%"
2015,2,Buenos Aires,1581770,1141052,115660,19268,26040,"4,46","56,80",2015 - Q2,2883790,2861842,21948,"0,77","38,97","0,29","4,01%"
2015,2,Santa Fe,333117,204685,2877,4320,1389,"4,30","51,18",2015 - Q2,546388,536437,9951,"1,86","38,97","0,29","0,53%"
2015,2,Santa Cruz,15343,2707,396,4917,2400,"3,47","27,07",2015 - Q2,25763,26641,-878,"-3,30","38,97","0,29","1,54%"
2015,2,Salta,77214,20297,47,129,580,"4,22","30,46",2015 - Q2,98267,96811,1456,"1,50","38,97","0,29","0,05%"
2015,2,Mendoza,153301,13030,2572,38,1882,"3,50","32,49",2015 - Q2,170823,170160,663,"0,39","38,97","0,29","1,51%"
2015,2,Neuquén,47078,34183,1044,12781,2799,"4,06","53,12",2015 - Q2,97885,95742,2143,"2,24","38,97","0,29","1,07%"
2015,2,Misiones,59179,29283,37,5,15,"5,33","27,35",2015 - Q2,88519,85146,3373,"3,96","38,97","0,29","0,04%"
2015,2,Chaco,55767,27809,179,52,41,"5,19","27,46",2015 - Q2,83848,81360,2488,"3,06","38,97","0,29","0,21%"
2015,2,Corrientes,55238,26553,157,1321,47,"4,85","29,58",2015 - Q2,83316,81531,1785,"2,19","38,97","0,29","0,19%"
2015,2,Tierra Del Fuego,22636,7927,665,1,2350,"3,48","74,51",2015 - Q2,33579,33456,123,"0,37","38,97","0,29","1,98%"
2015,2,La Pampa,12756,40825,3719,6190,562,"2,86","56,71",2015 - Q2,64052,62697,1355,"2,16","38,97","0,29","5,81%"
2015,3,Mendoza,153299,13030,2572,42,1880,"3,50","32,49",2015 - Q3,170823,170823,0,"0,00","39,64","0,29","1,51%"
2015,3,La Rioja,16725,0,16,2,28,"4,25","17,15",2015 - Q3,16771,16509,262,"1,59","39,64","0,29","0,10%"
2015,3,San Juan,48670,451,770,1231,908,"3,48","27,67",2015 - Q3,52030,51988,42,"0,08","39,64","0,29","1,48%"
2015,3,Salta,78064,21688,47,129,645,"4,42","31,18",2015 - Q3,100573,98267,2306,"2,35","39,64","0,29","0,05%"
2015,3,Corrientes,55792,27604,176,1340,47,"5,06","30,17",2015 - Q3,84959,83316,1643,"1,97","39,64","0,29","0,21%"
2015,3,Chubut,43964,792,916,13408,4803,"3,28","36,81",2015 - Q3,63883,63485,398,"0,63","39,64","0,29","1,43%"
2015,3,Tierra Del Fuego,22636,8085,665,1,2350,"3,48","74,86",2015 - Q3,33737,33579,158,"0,47","39,64","0,29","1,97%"
2015,3,Jujuy,32598,6895,22,0,35,"3,53","21,27",2015 - Q3,39550,37722,1828,"4,85","39,64","0,29","0,06%"
2015,3,Capital Federal,454815,871262,30974,2229,12788,"5,66","118,29",2015 - Q3,1372068,1346284,25784,"1,92","39,64","0,29","2,26%"
2015,3,Tucumán,142925,1135,116,88,50,"4,57","36,61",2015 - Q3,144314,140677,3637,"2,59","39,64","0,29","0,08%"
2015,3,Río Negro,66806,27130,917,3415,1346,"3,74","46,39",2015 - Q3,99614,98727,887,"0,90","39,64","0,29","0,92%"
2015,3,La Pampa,12755,41886,4078,6195,557,"2,91","57,96",2015 - Q3,65471,64052,1419,"2,22","39,64","0,29","6,23%"
2015,3,Formosa,21573,5264,2,899,14,"4,17","18,84",2015 - Q3,27752,27050,702,"2,60","39,64","0,29","0,01%"
2015,3,Neuquén,47102,36620,1045,13051,2798,"4,23","54,60",2015 - Q3,100616,97885,2731,"2,79","39,64","0,29","1,04%"
2015,3,Buenos Aires,1585467,1183894,113590,19989,25825,"4,70","57,69",2015 - Q3,2928765,2883790,44975,"1,56","39,64","0,29","3,88%"
2015,3,Entre Ríos,113909,51945,122,6261,197,"4,77","43,68",2015 - Q3,172434,169492,2942,"1,74","39,64","0,29","0,07%"
2015,3,Santa Cruz,15540,2718,396,5226,2391,"3,48","27,61",2015 - Q3,26271,25763,508,"1,97","39,64","0,29","1,51%"
2015,3,Santa Fe,337042,209673,4169,4426,1428,"4,56","52,15",2015 - Q3,556738,546388,10350,"1,89","39,64","0,29","0,75%"
2015,3,Catamarca,25801,242,15,1,34,"3,88","25,86",2015 - Q3,26093,25679,414,"1,61","39,64","0,29","0,06%"
2015,3,San Luis,11432,1025,354,31,377,"3,50","9,71",2015 - Q3,13219,13221,-2,"-0,02","39,64","0,29","2,68%"
2015,3,Misiones,59921,31635,46,5,15,"5,63","28,31",2015 - Q3,91622,88519,3103,"3,51","39,64","0,29","0,05%"
2015,3,Santiago Del Estero,33886,4365,19,1097,30,"3,91","17,12",2015 - Q3,39397,39378,19,"0,05","39,64","0,29","0,05%"
2015,3,Córdoba,351692,264055,1450,5412,389,"4,87","57,08",2015 - Q3,622998,609746,13252,"2,17","39,64","0,29","0,23%"
2015,3,Chaco,56282,28809,186,52,41,"5,47","27,96",2015 - Q3,85370,83848,1522,"1,82","39,64","0,29","0,22%"
2015,4,Tucumán,144188,1653,116,88,50,"4,88","37,06",2015 - Q4,146095,144314,1781,"1,23","39,67","0,29","0,08%"
2015,4,Catamarca,26180,242,15,1,34,"4,12","26,24",2015 - Q4,26472,26093,379,"1,45","39,67","0,29","0,06%"
2015,4,Chaco,56818,29456,186,52,41,"5,83","28,35",2015 - Q4,86553,85370,1183,"1,39","39,67","0,29","0,21%"
2015,4,Corrientes,55681,28178,177,1354,45,"5,26","30,34",2015 - Q4,85435,84959,476,"0,56","39,67","0,29","0,21%"
2015,4,Buenos Aires,1586343,1223603,103269,20397,25773,"4,88","58,29",2015 - Q4,2959385,2928765,30620,"1,05","39,67","0,29","3,49%"
2015,4,Misiones,60252,32533,48,5,15,"5,90","28,69",2015 - Q4,92853,91622,1231,"1,34","39,67","0,29","0,05%"
2015,4,Salta,78744,22446,47,129,554,"4,67","31,59",2015 - Q4,101920,100573,1347,"1,34","39,67","0,29","0,05%"
2015,4,Santa Fe,339843,212911,2885,4596,1437,"4,81","52,61",2015 - Q4,561672,556738,4934,"0,89","39,67","0,29","0,51%"
2015,4,Santa Cruz,15614,2723,396,5261,2409,"3,48","27,74",2015 - Q4,26403,26271,132,"0,50","39,67","0,29","1,50%"
2015,4,Jujuy,32934,6933,22,0,35,"3,72","21,47",2015 - Q4,39924,39550,374,"0,95","39,67","0,29","0,06%"
2015,4,Neuquén,51680,38902,1048,12934,2852,"4,36","58,29",2015 - Q4,107416,100616,6800,"6,76","39,67","0,29","0,98%"
2015,4,Tierra Del Fuego,22636,4301,665,1,2350,"3,47","66,46",2015 - Q4,29953,33737,-3784,"-11,22","39,67","0,29","2,22%"
2015,4,Formosa,21734,5314,4,1023,14,"4,66","19,07",2015 - Q4,28089,27752,337,"1,21","39,67","0,29","0,01%"
2015,4,Chubut,43968,811,916,13521,4803,"3,28","36,89",2015 - Q4,64019,63883,136,"0,21","39,67","0,29","1,43%"
2015,4,San Juan,48670,451,770,1230,908,"3,48","27,66",2015 - Q4,52029,52030,-1,"-0,00","39,67","0,29","1,48%"
2015,4,Capital Federal,455427,879950,19818,2273,12758,"5,93","118,13",2015 - Q4,1370226,1372068,-1842,"-0,13","39,67","0,29","1,45%"
2015,4,Entre Ríos,113983,53411,122,6427,194,"5,01","44,11",2015 - Q4,174137,172434,1703,"0,99","39,67","0,29","0,07%"
2015,4,Córdoba,353530,266062,480,5613,385,"5,07","57,36",2015 - Q4,626070,622998,3072,"0,49","39,67","0,29","0,08%"
2015,4,La Rioja,16886,0,16,2,28,"4,52","17,32",2015 - Q4,16932,16771,161,"0,96","39,67","0,29","0,09%"
2015,4,Río Negro,66851,27221,915,3407,1328,"3,77","46,44",2015 - Q4,99722,99614,108,"0,11","39,67","0,29","0,92%"
2015,4,San Luis,11432,1025,354,30,377,"3,50","9,71",2015 - Q4,13218,13219,-1,"-0,01","39,67","0,29","2,68%"
2015,4,La Pampa,12755,42705,4327,6205,374,"2,94","58,76",2015 - Q4,66366,65471,895,"1,37","39,67","0,29","6,52%"
2015,4,Santiago Del Estero,33582,4365,19,1139,30,"4,09","17,00",2015 - Q4,39135,39397,-262,"-0,67","39,67","0,29","0,05%"
2015,4,Mendoza,153293,13030,2572,38,1874,"3,50","32,49",2015 - Q4,170807,170823,-16,"-0,01","39,67","0,29","1,51%"
2016,1,Misiones,59538,33330,70,5,15,"6,00","28,37",2016 - Q1,92958,92853,105,"0,11","38,92","0,29","0,08%"
2016,1,Entre Ríos,113101,54948,146,6425,193,"5,08","43,85",2016 - Q1,174813,174137,676,"0,39","38,92","0,29","0,08%"
2016,1,La Rioja,16645,0,16,2,28,"4,62","16,83",2016 - Q1,16691,16932,-241,"-1,42","38,92","0,29","0,10%"
2016,1,Neuquén,51702,36122,1085,12502,2850,"4,42","55,75",2016 - Q1,104261,107416,-3155,"-2,94","38,92","0,29","1,04%"
2016,1,Río Negro,66894,27312,937,3341,1338,"3,83","45,84",2016 - Q1,99822,99722,100,"0,10","38,92","0,29","0,94%"
2016,1,Corrientes,55454,28491,192,1354,45,"5,37","30,08",2016 - Q1,85536,85435,101,"0,12","38,92","0,29","0,22%"
2016,1,Buenos Aires,1583560,1200859,111231,21108,25757,"4,99","57,34",2016 - Q1,2942515,2959385,-16870,"-0,57","38,92","0,29","3,78%"
2016,1,Córdoba,350884,252346,674,5636,386,"5,16","55,28",2016 - Q1,609926,626070,-16144,"-2,58","38,92","0,29","0,11%"
2016,1,Mendoza,153299,13030,2576,34,1871,"3,50","32,12",2016 - Q1,170810,170807,3,"0,00","38,92","0,29","1,51%"
2016,1,Formosa,21852,5420,5,1023,14,"4,87","19,04",2016 - Q1,28314,28089,225,"0,80","38,92","0,29","0,02%"
2016,1,Chubut,43967,834,916,13280,4803,"3,38","36,09",2016 - Q1,63800,64019,-219,"-0,34","38,92","0,29","1,44%"
2016,1,Salta,78973,22741,73,132,507,"4,74","31,32",2016 - Q1,102426,101920,506,"0,50","38,92","0,29","0,07%"
2016,1,La Pampa,12754,41881,4536,6209,549,"3,05","57,84",2016 - Q1,65929,66366,-437,"-0,66","38,92","0,29","6,88%"
2016,1,Chaco,56353,29994,211,52,41,"5,99","28,08",2016 - Q1,86651,86553,98,"0,11","38,92","0,29","0,24%"
2016,1,Santa Cruz,15654,2723,396,5088,2426,"3,48","26,87",2016 - Q1,26287,26403,-116,"-0,44","38,92","0,29","1,51%"
2016,1,Santa Fe,338052,204816,3014,4686,1428,"4,90","51,28",2016 - Q1,551996,561672,-9676,"-1,72","38,92","0,29","0,55%"
2016,1,San Luis,11432,1042,354,27,377,"3,50","9,59",2016 - Q1,13232,13218,14,"0,11","38,92","0,29","2,68%"
2016,1,Santiago Del Estero,32838,3900,19,911,30,"4,17","16,21",2016 - Q1,37698,39135,-1437,"-3,67","38,92","0,29","0,05%"
2016,1,San Juan,48670,451,770,1195,908,"3,49","27,33",2016 - Q1,51994,52029,-35,"-0,07","38,92","0,29","1,48%"
2016,1,Catamarca,26096,243,15,1,34,"4,20","25,91",2016 - Q1,26389,26472,-83,"-0,31","38,92","0,29","0,06%"
2016,1,Capital Federal,454425,832126,36332,2284,12729,"6,05","115,16",2016 - Q1,1337896,1370226,-32330,"-2,36","38,92","0,29","2,72%"
2016,1,Jujuy,33481,6751,22,0,35,"3,77","21,41",2016 - Q1,40289,39924,365,"0,91","38,92","0,29","0,05%"
2016,1,Tierra Del Fuego,22636,4834,665,1,2350,"3,48","65,83",2016 - Q1,30486,29953,533,"1,78","38,92","0,29","2,18%"
2016,1,Tucumán,144233,2165,116,74,49,"5,00","36,72",2016 - Q1,146637,146095,542,"0,37","38,92","0,29","0,08%"
2016,2,Entre Ríos,112809,58768,169,6434,193,"5,13","44,74",2016 - Q2,178373,174813,3560,"2,04","39,89","0,29","0,09%"
2016,2,San Luis,11432,1063,354,30,377,"3,50","9,60",2016 - Q2,13256,13232,24,"0,18","39,89","0,29","2,67%"
